X_123_Bagalkote_4_Bagalkote_Jowar	500.0
X_123_Bagalkote_4_Bagalkote_Wheat1	1.0
X_123_Bagalkote_FPS1_Bagalkote_Jowar	500.0
X_123_Bagalkote_FPS1_Bagalkote_Wheat1	1.0
X_123_Bagalkote_FPS2_Bagalkote_Jowar	500.0
X_123_Bagalkote_FPS2_Bagalkote_Wheat1	1.0
X_123_Bagalkote_FPS4_Bagalkote_Jowar	500.0
X_123_Bagalkote_FPS4_Bagalkote_Wheat1	1.0
X_123_Bagalkote_FPS5_Bagalkote_Jowar	500.0
X_123_Bagalkote_FPS5_Bagalkote_Wheat1	1.0
X_123_Bagalkote_FPS6_Bagalkote_Jowar	500.0
X_123_Bagalkote_FPS6_Bagalkote_Wheat1	1.0
X_123_Bagalkote_FPS7_Bagalkote_Jowar	500.0
X_123_Bagalkote_FPS7_Bagalkote_Wheat1	1.0
X_123_Bagalkote_FPS8_Bagalkote_Jowar	500.0
X_123_Bagalkote_FPS8_Bagalkote_Wheat1	1.0
X_123_Bagalkote_FPS9_Bagalkote_Jowar	500.0
X_123_Bagalkote_FPS9_Bagalkote_Wheat1	1.0
